20181019,江岸,百步亭,万锦江城,22324元/m2,35套在售二手房
20181019,江岸,百步亭,银泰御华园一期,21594元/m2,22套在售二手房
20181019,江岸,百步亭,海赋江城天韵,21307元/m2,47套在售二手房
20181019,江岸,百步亭,幸福时代,19829元/m2,50套在售二手房
20181019,江岸,百步亭,景兰苑,14770元/m2,36套在售二手房
20181019,江岸,百步亭,现代城三区,25248元/m2,14套在售二手房
20181019,江岸,百步亭,银泰御华园二期,24105元/m2,13套在售二手房
20181019,江岸,百步亭,悦秀苑,16835元/m2,24套在售二手房
20181019,江岸,百步亭,城开二七城市广场,15754元/m2,23套在售二手房
20181019,江岸,百步亭,现代城二区,22625元/m2,28套在售二手房
20181019,江岸,百步亭,百步亭花园世博园,21106元/m2,34套在售二手房
20181019,江岸,百步亭,温馨苑AB区,15252元/m2,32套在售二手房
20181019,江岸,百步亭,百步龙庭,18234元/m2,26套在售二手房
20181019,江岸,百步亭,百步雅庭,18131元/m2,13套在售二手房
20181019,江岸,百步亭,怡和苑南区,17604元/m2,20套在售二手房
20181019,江岸,百步亭,东勤佳苑,15765元/m2,17套在售二手房
20181019,江岸,百步亭,百合苑,16789元/m2,36套在售二手房
20181019,江岸,百步亭,现代城一区,22337元/m2,24套在售二手房
20181019,江岸,百步亭,现代城四区,25257元/m2,11套在售二手房
20181019,江岸,百步亭,怡和苑北区,17990元/m2,23套在售二手房
20181019,江岸,百步亭,新生活摩尔城,11009元/m2,10套在售二手房
20181019,江岸,百步亭,怡康苑北区,18500元/m2,25套在售二手房
20181019,江岸,百步亭,百步华庭,17383元/m2,17套在售二手房
20181019,江岸,百步亭,长投景城汉口年华,17935元/m2,15套在售二手房
20181019,江岸,百步亭,海赋江城,21103元/m2,9套在售二手房
20181019,江岸,百步亭,温馨苑CD区,16135元/m2,35套在售二手房
20181019,江岸,百步亭,银泰御华园三期,19942元/m2,12套在售二手房
20181019,江岸,百步亭,幸福时代三期,20366元/m2,22套在售二手房
20181019,江岸,百步亭,怡康苑南区,16592元/m2,21套在售二手房
20181019,江岸,百步亭,秀泽园北区,16413元/m2,19套在售二手房
20181019,江岸,百步亭,文卉苑,15246元/m2,10套在售二手房
20181019,江岸,百步亭,安居苑A区,15568元/m2,16套在售二手房
20181019,江岸,百步亭,名流世家,19828元/m2,16套在售二手房
20181019,江岸,百步亭,安居苑B区,14835元/m2,9套在售二手房
20181019,江岸,百步亭,安居苑D区,16064元/m2,13套在售二手房
20181019,江岸,百步亭,安居苑C区,14737元/m2,12套在售二手房
20181019,江岸,百步亭,圣诚阳光丽景,16624元/m2,7套在售二手房
20181019,江岸,百步亭,佳园小区,16128元/m2,11套在售二手房
20181019,江岸,百步亭,福星惠誉榜YOUNG,17208元/m2,42套在售二手房
20181019,江岸,百步亭,秀泽园南区,15911元/m2,7套在售二手房
20181019,江岸,百步亭,天悦尚景,13624元/m2,9套在售二手房
20181019,江岸,百步亭,哈楼,20546元/m2,3套在售二手房
20181019,江岸,百步亭,华庭公寓,10719元/m2,2套在售二手房
20181019,江岸,百步亭,新远大花园,17888元/m2,2套在售二手房
20181019,江岸,百步亭,百步亭现代城,暂无,0套在售二手房
20181019,江岸,百步亭,长江委长顺园,15809元/m2,9套在售二手房
20181019,江岸,百步亭,中城青年汇,暂无,4套在售二手房
20181019,江岸,百步亭,汉口派,暂无,0套在售二手房
20181019,江岸,百步亭,丹枫苑二期,15884元/m2,2套在售二手房
20181019,江岸,百步亭,方舟小区,15417元/m2,3套在售二手房
20181019,江岸,百步亭,丹水国际,16845元/m2,4套在售二手房
20181019,江岸,百步亭,万锦公馆,20887元/m2,4套在售二手房
20181019,江岸,百步亭,华森佳园,暂无,0套在售二手房
20181019,江岸,百步亭,中森华国际城,17138元/m2,0套在售二手房
20181019,江岸,百步亭,交警宿舍,12428元/m2,1套在售二手房
20181019,江岸,百步亭,丹水嘉苑,18519元/m2,6套在售二手房
20181019,江岸,百步亭,雷苑小区,暂无,0套在售二手房
20181019,江岸,百步亭,连城家园,暂无,0套在售二手房
20181019,江岸,百步亭,岱山佳苑,15887元/m2,0套在售二手房
20181019,江岸,百步亭,宏兴苑,暂无,0套在售二手房
20181019,江岸,百步亭,丹水池铁塔厂宿舍,暂无,0套在售二手房
20181019,江岸,百步亭,十大家世纪城,暂无,0套在售二手房
20181019,江岸,百步亭,惠民居,暂无,0套在售二手房
20181019,江岸,百步亭,丹西社区,暂无,0套在售二手房
20181019,江岸,百步亭,新荣苑二期幸福小城,暂无,0套在售二手房
20181019,江岸,百步亭,新荣苑,暂无,0套在售二手房
20181019,江岸,百步亭,金洲花园,暂无,0套在售二手房
20181019,江岸,百步亭,武汉汽发宿舍,暂无,0套在售二手房
20181019,江岸,百步亭,武汉机电工程学校宿舍,暂无,0套在售二手房
20181019,江岸,百步亭,丹水池村,暂无,2套在售二手房
20181019,江岸,百步亭,解放大道1982到2018号,暂无,0套在售二手房
20181019,江岸,百步亭,百步亭14到18号,暂无,0套在售二手房
20181019,江岸,百步亭,解放大道2637号,暂无,0套在售二手房
20181019,江岸,百步亭,新湖街51号,暂无,0套在售二手房
20181019,江岸,百步亭,惠康居,暂无,0套在售二手房
20181019,江岸,百步亭,教育宿舍,暂无,0套在售二手房
20181019,江岸,百步亭,汉黄小区,暂无,0套在售二手房
20181019,江岸,百步亭,丹枫苑,暂无,0套在售二手房
20181019,江岸,百步亭,长湖地三村,15028元/m2,3套在售二手房
20181019,江岸,百步亭,轴馨苑,暂无,2套在售二手房
20181019,江岸,百步亭,二七小路24到32号,暂无,1套在售二手房
