20181019,洪山,白沙洲,万科金色城市,16344元/m2,247套在售二手房
20181019,洪山,白沙洲,福星惠誉东澜岸,13021元/m2,91套在售二手房
20181019,洪山,白沙洲,保利上城,暂无,40套在售二手房
20181019,洪山,白沙洲,复地悦城,17398元/m2,85套在售二手房
20181019,洪山,白沙洲,华润紫云府,15668元/m2,47套在售二手房
20181019,洪山,白沙洲,保利新武昌,暂无,0套在售二手房
20181019,洪山,白沙洲,武泰闸花园小区,15680元/m2,41套在售二手房
20181019,洪山,白沙洲,佳兆业金域天下一期,17201元/m2,36套在售二手房
20181019,洪山,白沙洲,青菱城市花园,14201元/m2,52套在售二手房
20181019,洪山,白沙洲,清能清江锦城二期,16505元/m2,19套在售二手房
20181019,洪山,白沙洲,爱家名校华城,12695元/m2,23套在售二手房
20181019,洪山,白沙洲,佳兆业金域天下二期,17080元/m2,43套在售二手房
20181019,洪山,白沙洲,清能清江锦城一期,16612元/m2,45套在售二手房
20181019,洪山,白沙洲,融科花满庭,15723元/m2,31套在售二手房
20181019,洪山,白沙洲,佳兆业金域天下三期,17457元/m2,13套在售二手房
20181019,洪山,白沙洲,中大长江紫都三期,17746元/m2,20套在售二手房
20181019,洪山,白沙洲,世茂云锦樱海园,15343元/m2,41套在售二手房
20181019,洪山,白沙洲,富强万象新城,14634元/m2,34套在售二手房
20181019,洪山,白沙洲,中大长江紫都二期,16364元/m2,27套在售二手房
20181019,洪山,白沙洲,星火名苑,15148元/m2,7套在售二手房
20181019,洪山,白沙洲,城际花园,14332元/m2,15套在售二手房
20181019,洪山,白沙洲,中大长江紫都四期,18828元/m2,8套在售二手房
20181019,洪山,白沙洲,青润家园,14635元/m2,16套在售二手房
20181019,洪山,白沙洲,观澜天地,14220元/m2,29套在售二手房
20181019,洪山,白沙洲,丰收小区,14356元/m2,14套在售二手房
20181019,洪山,白沙洲,汇文新都C区,16288元/m2,6套在售二手房
20181019,洪山,白沙洲,汇文新都D区,17549元/m2,6套在售二手房
20181019,洪山,白沙洲,梅花苑,13105元/m2,8套在售二手房
20181019,洪山,白沙洲,城南新居,15157元/m2,7套在售二手房
20181019,洪山,白沙洲,中大长江紫都六期,18940元/m2,11套在售二手房
20181019,洪山,白沙洲,中大长江紫都一期,15578元/m2,20套在售二手房
20181019,洪山,白沙洲,鑫宇花园,14181元/m2,13套在售二手房
20181019,洪山,白沙洲,列电社区,14268元/m2,14套在售二手房
20181019,洪山,白沙洲,万科金色城市聆江苑,暂无,2套在售二手房
20181019,洪山,白沙洲,美好长江首玺,暂无,0套在售二手房
20181019,洪山,白沙洲,喜瑞都,暂无,1套在售二手房
20181019,洪山,白沙洲,汇丰家园,15373元/m2,6套在售二手房
20181019,洪山,白沙洲,湘龙鑫城,14514元/m2,12套在售二手房
20181019,洪山,白沙洲,菁英城,暂无,0套在售二手房
20181019,洪山,白沙洲,汇东佳韵,14236元/m2,7套在售二手房
20181019,洪山,白沙洲,红霞名苑,暂无,0套在售二手房
20181019,洪山,白沙洲,涂家沟,15715元/m2,5套在售二手房
20181019,洪山,白沙洲,解放桥小区,13890元/m2,1套在售二手房
20181019,洪山,白沙洲,郁馨花园,15934元/m2,7套在售二手房
20181019,洪山,白沙洲,新力城,暂无,0套在售二手房
20181019,洪山,白沙洲,香水湾,暂无,0套在售二手房
20181019,洪山,白沙洲,新鑫佳苑,14893元/m2,11套在售二手房
20181019,洪山,白沙洲,平安花园,13031元/m2,2套在售二手房
20181019,洪山,白沙洲,万象新城,暂无,0套在售二手房
20181019,洪山,白沙洲,御江名苑,16169元/m2,4套在售二手房
20181019,洪山,白沙洲,中泰花园,14832元/m2,16套在售二手房
20181019,洪山,白沙洲,清能清江锦城三期,暂无,0套在售二手房
20181019,洪山,白沙洲,世茂云锦玉海园,暂无,0套在售二手房
20181019,洪山,白沙洲,汇文新都B区,暂无,0套在售二手房
20181019,洪山,白沙洲,新城阅璟台,暂无,0套在售二手房
20181019,洪山,白沙洲,南大门小区,16156元/m2,5套在售二手房
20181019,洪山,白沙洲,红霞新村,暂无,0套在售二手房
20181019,洪山,白沙洲,中山路488号,16457元/m2,0套在售二手房
20181019,洪山,白沙洲,武庆花园,13707元/m2,3套在售二手房
20181019,洪山,白沙洲,邮政小区,暂无,1套在售二手房
20181019,洪山,白沙洲,菱湖美景,7016元/m2,0套在售二手房
20181019,洪山,白沙洲,枫香苑,13708元/m2,3套在售二手房
20181019,洪山,白沙洲,明伦小区,14643元/m2,4套在售二手房
20181019,洪山,白沙洲,白鳍豚大厦,18308元/m2,3套在售二手房
20181019,洪山,白沙洲,九龙名涺,暂无,0套在售二手房
20181019,洪山,白沙洲,观庭·金色世家,暂无,0套在售二手房
20181019,洪山,白沙洲,世纪新南门,暂无,0套在售二手房
20181019,洪山,白沙洲,旭辉华宇江悦府,暂无,0套在售二手房
20181019,洪山,白沙洲,荷景苑,暂无,8套在售二手房
20181019,洪山,白沙洲,平安别墅,23007元/m2,4套在售二手房
20181019,洪山,白沙洲,武泰闸蔬菜大市场宿舍,16906元/m2,0套在售二手房
20181019,洪山,白沙洲,南国都市,暂无,0套在售二手房
20181019,洪山,白沙洲,市畜科所宿舍区,11049元/m2,0套在售二手房
20181019,洪山,白沙洲,烽火▪崇文蘭庭,暂无,0套在售二手房
20181019,洪山,白沙洲,长江鑫都A区,暂无,0套在售二手房
20181019,洪山,白沙洲,梅家山公安局宿舍小区,17882元/m2,0套在售二手房
20181019,洪山,白沙洲,湖北第二师范学院职工住宅小区,暂无,0套在售二手房
20181019,洪山,白沙洲,毛坦港湾A区,暂无,0套在售二手房
20181019,洪山,白沙洲,青菱渔场,暂无,0套在售二手房
20181019,洪山,白沙洲,毛坦港湾B区,暂无,0套在售二手房
20181019,洪山,白沙洲,长江鑫都C区,暂无,0套在售二手房
20181019,洪山,白沙洲,长江鑫都B区,暂无,0套在售二手房
20181019,洪山,白沙洲,波光霞影小区,暂无,0套在售二手房
20181019,洪山,白沙洲,烽火·馨德紫園,暂无,0套在售二手房
20181019,洪山,白沙洲,涂家沟3号,14188元/m2,2套在售二手房
20181019,洪山,白沙洲,洪山区四坦路,暂无,1套在售二手房
20181019,洪山,白沙洲,明伦公馆,14551元/m2,2套在售二手房
20181019,洪山,白沙洲,武汉区检察院德福苑,暂无,1套在售二手房
20181019,洪山,白沙洲,电力设备厂宿舍,暂无,0套在售二手房
20181019,洪山,白沙洲,梅隐寺,暂无,0套在售二手房
20181019,洪山,白沙洲,中山路461到596号,暂无,0套在售二手房
20181019,洪山,白沙洲,紫阳东路栅栏口,暂无,0套在售二手房
20181019,洪山,白沙洲,梅家山46到47号,暂无,0套在售二手房
20181019,洪山,白沙洲,天宇合汇佳苑,暂无,0套在售二手房
20181019,洪山,白沙洲,菜科所小区,暂无,0套在售二手房
20181019,洪山,白沙洲,青青花园,暂无,0套在售二手房
20181019,洪山,白沙洲,武昌工学院教师公寓,暂无,0套在售二手房
20181019,洪山,白沙洲,园艺柳岸枫林,暂无,0套在售二手房
20181019,洪山,白沙洲,青菱小区,暂无,0套在售二手房
20181019,洪山,白沙洲,瑞鑫花园,暂无,0套在售二手房
20181019,洪山,白沙洲,武汉科技大学黄家湖校区单身公寓,暂无,0套在售二手房
20181019,洪山,白沙洲,万隆广场,暂无,0套在售二手房
20181019,洪山,白沙洲,列电新村,暂无,0套在售二手房
20181019,洪山,白沙洲,红旗欣居D区,暂无,0套在售二手房
20181019,洪山,白沙洲,堤后街特1号,暂无,0套在售二手房
20181019,洪山,白沙洲,保安街新桥巷19号,暂无,0套在售二手房
20181019,洪山,白沙洲,旭辉江山境,暂无,0套在售二手房
20181019,洪山,白沙洲,園藝新村,暂无,0套在售二手房
20181019,洪山,白沙洲,梅山公寓,暂无,0套在售二手房
20181019,洪山,白沙洲,起义街五十五号,15458元/m2,0套在售二手房
20181019,洪山,白沙洲,武泰闸后街47到51号,13568元/m2,0套在售二手房
20181019,洪山,白沙洲,波光霞影B区,暂无,0套在售二手房
20181019,洪山,白沙洲,武泰闸河街54号,暂无,1套在售二手房
20181019,洪山,白沙洲,堤东街,暂无,1套在售二手房
